Year,Region,Country,Brand,EV_Sales,Charging_Stations,Market_Share
2024,Oceania,Australia,BMW,73834,5874,2.56
2020,North America,USA,Hyundai,53611,10691,1.36
2025,South America,Brazil,Hyundai,86784,12288,15.41
2021,Europe,Sweden,Rivian,2216,144,18.37
2017,Africa,South Africa,Rivian,36904,7676,10.48
2017,South America,Chile,Nissan,44824,7488,10.31
2024,North America,USA,Hyundai,73906,10928,10.23
2022,Asia,China,BMW,57013,10528,4.67
2019,South America,Brazil,BYD,79718,12043,19.09
2018,North America,USA,Nissan,22555,4052,6.16
2021,Europe,Sweden,Tesla,45633,10198,8.79
2021,Asia,China,Nissan,74416,12851,17.11
2023,Oceania,New Zealand,Nissan,71762,13054,1
2023,North America,Mexico,BYD,8057,1392,19.39
2019,Oceania,Australia,Kia,97804,15280,22.58
2022,Asia,Japan,Rivian,90202,7612,2.24
2024,North America,Canada,Kia,35986,4215,15.2
2015,North America,Canada,Tesla,52057,9819,10.8
2023,Asia,China,Rivian,41155,5559,2.88
2022,Europe,Germany,Tesla,62898,8253,17.37
2020,North America,Canada,Tesla,94542,19083,15.7
2017,Asia,India,Rivian,90138,4607,16.42
2017,South America,Brazil,Kia,64323,11951,20.52
2022,Oceania,New Zealand,Volkswagen,75130,11107,7.89
2019,North America,USA,BYD,85301,10692,17.25
2024,South America,Brazil,Hyundai,23594,2786,18.84
2025,North America,Mexico,Tesla,13853,1171,5.05
2021,Europe,Norway,Rivian,62350,7285,23.97
2019,Asia,India,Hyundai,46453,5959,9.16
2022,North America,Mexico,BMW,81209,11165,18.13
2024,Asia,India,Rivian,33911,6255,19.1
2024,Africa,South Africa,BYD,11764,1655,13.1
2018,North America,Mexico,Hyundai,33945,7103,4.09
2016,Europe,UK,Kia,16431,2923,7.62
2017,Europe,Sweden,Volkswagen,42559,3741,6.62
2022,South America,Brazil,Kia,3150,332,13.45
2025,Europe,Norway,Tesla,69505,4576,7.27
2021,Asia,South Korea,Volkswagen,43524,10408,14.12
2016,Africa,South Africa,Tesla,12092,2748,7.92
2020,Europe,UK,Volkswagen,56738,3799,1.02
2023,North America,Canada,Hyundai,44331,7306,9.72
2018,Europe,France,Kia,43890,10624,15.56
2023,Africa,South Africa,Hyundai,71720,14303,19.57
2016,Asia,India,BMW,52339,7765,1.68
2016,North America,Canada,Rivian,13957,1370,7.2
2023,South America,Chile,BYD,72632,7685,24.65
2021,South America,Chile,Kia,81187,16013,7.28
2021,South America,Chile,Nissan,7574,1561,19.65
2015,North America,USA,Kia,99295,15464,13.22
2025,South America,Brazil,BMW,53153,3943,3.93
2020,Europe,Sweden,Kia,57844,13695,16.44
2021,North America,Mexico,BMW,53308,11671,24.19
2025,North America,Mexico,Kia,54419,4250,22.28
2020,North America,Canada,BMW,33479,2053,17.57
2020,Oceania,New Zealand,Volkswagen,46912,7373,13.29
2016,Asia,China,Tesla,69758,7452,8.66
2020,Oceania,Australia,Hyundai,12209,1302,9.57
2018,Oceania,Australia,Rivian,43425,2928,9.31
2023,Oceania,New Zealand,Kia,17187,4136,23.13
2015,Asia,South Korea,BYD,65566,14164,6.07
2022,Oceania,New Zealand,Tesla,37040,2695,10.07
2019,South America,Chile,BMW,18665,4205,11.37
2015,North America,Canada,BYD,47389,8842,10.81
2018,North America,Mexico,Tesla,62555,7199,1.1
2015,Europe,Germany,Rivian,29694,6658,7.5
2020,Africa,South Africa,Nissan,42267,7168,12.97
2016,South America,Chile,Kia,56391,12391,19.25
2019,Asia,South Korea,Kia,56925,8188,14.67
2021,Africa,Egypt,BMW,11882,1783,10.24
2016,North America,Canada,Tesla,94654,10241,16.96
2020,Oceania,New Zealand,Rivian,86623,11047,16.98
2020,Europe,Norway,Tesla,67389,11021,6.95
2019,Europe,UK,BMW,74407,17813,3.49
2019,North America,Mexico,Nissan,75108,12770,20.28
2017,South America,Chile,Kia,70734,5621,13.71
2024,Africa,South Africa,Hyundai,19684,1011,5.24
2024,Europe,Norway,Nissan,7402,1629,7.29
2025,North America,Mexico,BMW,21147,2598,19.39
2016,South America,Brazil,Hyundai,49874,5635,16.68
2021,North America,Mexico,Tesla,29640,6228,23.68
2015,North America,USA,Volkswagen,62217,14874,12.16
2020,South America,Chile,Rivian,52230,10425,2.25
2020,South America,Brazil,Volkswagen,96257,8159,17.81
2017,South America,Chile,Rivian,35046,4495,7.12
2016,North America,Mexico,Nissan,17504,3533,8.77
2016,Europe,Norway,Volkswagen,49573,11470,5.72
2023,Asia,India,Nissan,59057,14747,8.41
2025,Asia,South Korea,Volkswagen,53706,8180,20.91
2019,North America,Mexico,Rivian,13005,2789,14.84
2021,North America,USA,Kia,57118,3388,3.62
2019,Europe,Norway,Volkswagen,87850,9414,15.08
2021,South America,Chile,Rivian,37531,4665,16.21
2018,North America,USA,Kia,44287,10854,22.24
2022,Oceania,Australia,Hyundai,15077,764,21.63
2025,South America,Brazil,Tesla,63125,7045,2.51
2024,North America,Canada,Nissan,8543,2016,21.8
2025,Oceania,Australia,Hyundai,34630,3855,2.22
2024,Africa,Egypt,Nissan,93450,8878,4.7
2021,Europe,Norway,Volkswagen,60346,11828,3.68
2024,Oceania,New Zealand,Kia,51892,10330,5.36
2019,North America,Canada,Tesla,55173,7968,20.28
2025,Asia,China,Volkswagen,7244,1734,17.47
2020,North America,USA,Tesla,50890,4607,17.49
2019,Asia,India,BYD,39760,9251,23.13
2021,Europe,Sweden,Hyundai,54260,10911,10.4
2016,Europe,Norway,Kia,3970,490,1.08
2019,South America,Brazil,Kia,32143,6794,16.35
2024,South America,Chile,Kia,93847,7192,21.83
2017,Asia,Japan,Volkswagen,4701,358,24.43
2023,Asia,Japan,BMW,71387,16846,9.73
2020,Europe,Sweden,Nissan,81363,5610,20.73
2024,Oceania,Australia,Tesla,27840,1414,21.38
2017,Asia,India,Nissan,94216,12041,4.47
2021,Asia,South Korea,Nissan,13988,989,16.16
2018,Oceania,New Zealand,BMW,96410,21461,5.16
2017,South America,Brazil,Tesla,5913,1386,11.72
2022,South America,Brazil,BYD,40700,5961,22.1
2018,Asia,China,Kia,60679,8197,19.95
2025,South America,Chile,Hyundai,22855,3606,14.69
2015,South America,Chile,Nissan,14331,1364,20.41
2020,Africa,Egypt,BMW,89857,9847,4.67
2024,South America,Brazil,BMW,77462,5437,5.68
2025,Europe,Norway,Hyundai,64810,9027,6.01
2025,North America,USA,Hyundai,36896,6358,19.62
2015,Asia,China,Volkswagen,62856,14836,22.38
2019,Asia,India,Rivian,51420,10171,14.51
2021,Europe,Germany,Tesla,38620,7515,23.99
2020,North America,USA,Nissan,94121,10503,18.47
2016,North America,USA,Nissan,48286,10992,14.53
2025,Europe,Norway,Hyundai,18425,4410,15.68
2018,Oceania,New Zealand,Rivian,46506,10996,21.39
2025,Oceania,Australia,Kia,68127,3935,3.16
2016,North America,Canada,Volkswagen,11342,1938,5.03
2025,Oceania,New Zealand,BYD,75959,13569,7.39
2015,Oceania,Australia,Nissan,79863,8706,22.47
2017,Oceania,Australia,BMW,24626,6119,23.68
2017,North America,Canada,Kia,74319,8044,9.55
2021,Oceania,New Zealand,Hyundai,70890,6615,23.17
2015,Asia,South Korea,Nissan,58574,8600,14.12
2023,Africa,Egypt,Tesla,38317,4392,12.36
2025,North America,USA,Hyundai,6057,1422,20.99
2020,Europe,Norway,BMW,4932,680,14.11
2018,Oceania,Australia,Tesla,12506,1651,11.91
2017,South America,Brazil,Volkswagen,30489,5340,1.38
2017,North America,Mexico,Hyundai,58543,3876,1.31
2016,Europe,Sweden,Hyundai,38288,7709,16.06
2016,Africa,South Africa,Nissan,64667,13171,2.76
2024,Asia,China,Tesla,52666,7626,18.69
2019,Europe,Norway,Rivian,27387,6604,15.94
2023,Oceania,Australia,Volkswagen,23132,3836,11.99
2016,South America,Chile,Rivian,96979,18333,18.04
2016,Oceania,New Zealand,Hyundai,94102,22101,24.83
2020,Europe,Norway,Kia,67013,12281,6.91
2024,North America,USA,Rivian,86630,11813,14.37
2016,South America,Brazil,BMW,40302,2214,21.23
2018,South America,Chile,Tesla,34526,6755,1.4
2020,Europe,Sweden,Kia,83717,20340,5.88
2019,Africa,Egypt,Nissan,76206,10977,13.5
2015,Africa,South Africa,BYD,73433,8661,14.25
2020,Oceania,Australia,Volkswagen,30583,4705,3.07
2015,Europe,UK,Hyundai,2232,436,10.78
2017,South America,Brazil,BYD,3442,172,13.47
2024,Europe,UK,Hyundai,60353,13726,11.15
2019,South America,Chile,Rivian,97584,22178,17.81
2024,Oceania,New Zealand,Kia,9929,1571,19.51
2019,North America,Canada,Nissan,95777,7133,12.05
2024,North America,USA,Rivian,37768,6962,11.22
2020,Europe,UK,Nissan,58176,4512,17.93
2024,South America,Brazil,Rivian,23017,3487,14.33
2022,North America,Mexico,Nissan,64227,4414,21.89
2019,South America,Brazil,Nissan,95985,16107,12.55
2025,Oceania,New Zealand,Tesla,29399,3340,14.78
2015,Europe,Germany,Rivian,15568,3365,4.09
2019,South America,Chile,Tesla,66201,13901,21.06
2017,Europe,Germany,Hyundai,78908,19702,11.14
2018,South America,Brazil,Tesla,87252,8856,18.26
2022,Africa,Egypt,Hyundai,96242,6001,11.31
2021,Africa,South Africa,Volkswagen,29769,4126,1.02
2025,South America,Brazil,Tesla,95300,6354,10.61
2019,Oceania,New Zealand,Tesla,12719,1090,4.54
2016,Europe,UK,Tesla,85194,14436,10.57
2020,Asia,China,Volkswagen,59543,10028,8.71
2025,South America,Chile,BMW,26489,1553,5.86
2020,South America,Brazil,Volkswagen,65763,9113,3.97
2024,Africa,Egypt,Nissan,42906,6695,18.49
2024,North America,Canada,Volkswagen,94094,9748,19.12
2025,Africa,South Africa,BMW,90168,20234,7.36
2020,Europe,Germany,Tesla,17330,1424,12.88
2023,Africa,Egypt,Tesla,28550,2877,12.14
2025,Asia,Japan,BMW,33364,2715,9.53
2022,Oceania,New Zealand,Rivian,44177,3238,7.66
2022,Asia,Japan,Kia,20141,4547,5.46
2015,Oceania,New Zealand,Hyundai,96411,10178,21.95
2019,Asia,South Korea,Nissan,14055,2733,21
2021,Africa,South Africa,Volkswagen,87146,11816,11.01
2020,Asia,South Korea,Hyundai,23735,4205,18.31
2019,Africa,South Africa,Rivian,29459,6941,12.96
2022,Africa,South Africa,Kia,41457,9075,3.05
2017,Europe,UK,Nissan,62101,3961,20.74
2020,Africa,South Africa,BYD,64914,14218,6.26
2019,North America,Mexico,Nissan,89134,12511,17.96
2022,Asia,India,Volkswagen,15809,1897,13.66
2018,South America,Brazil,Hyundai,14605,2694,17.57
2022,South America,Chile,Nissan,50313,12077,12.31
2024,South America,Brazil,BYD,61333,4221,17.86
2016,North America,Canada,BYD,74708,15211,1.79
2023,Africa,Egypt,Tesla,30828,2796,1.98
2023,Asia,China,Volkswagen,64256,8098,22.51
2024,Oceania,New Zealand,BYD,80114,18006,18.99
2024,Oceania,Australia,BMW,37930,6036,20.88
2020,Europe,Sweden,Hyundai,41083,2608,11.96
2018,North America,USA,BMW,36529,5538,12.03
2018,Asia,South Korea,Kia,905,188,13.82
2020,Africa,Egypt,BMW,54512,8491,6.85
2019,South America,Chile,Hyundai,4060,338,18.6
2020,North America,USA,Rivian,12075,1678,20.91
2021,North America,USA,Kia,77895,18295,22.77
2021,Asia,South Korea,BMW,96648,17555,13.41
2023,Africa,Egypt,Rivian,13653,2675,10.95
2022,Europe,Sweden,BMW,42577,8821,20.94
2020,Africa,Egypt,Volkswagen,27513,1874,19.06
2020,Europe,France,Kia,7190,1195,21.81
2019,Europe,Sweden,BMW,87751,10984,16.74
2015,South America,Chile,BYD,61553,4790,22.2
2023,South America,Chile,Rivian,66777,6046,3.14
2023,Asia,India,Hyundai,77467,15976,17.31
2023,Africa,Egypt,Hyundai,7681,632,3.13
2025,Europe,France,Hyundai,31805,3577,18.97
2022,Asia,South Korea,BMW,8231,880,16.08
2024,Europe,UK,BYD,59675,3564,1.38
2017,North America,USA,Hyundai,94750,13495,15.38
2015,Oceania,New Zealand,Nissan,73059,14844,4.51
2025,Oceania,Australia,Hyundai,1410,76,4.42
2022,Europe,Norway,Tesla,94624,6861,4.61
2021,Asia,China,Nissan,37970,7367,12.61
2019,South America,Brazil,Hyundai,47841,8071,3.77
2024,Africa,South Africa,BMW,88218,17030,4.02
2021,Europe,Germany,Rivian,57350,5506,7.15
2024,Europe,Norway,Hyundai,29890,6299,1.02
2018,Africa,Egypt,BYD,64729,9448,7.62
2023,South America,Chile,BYD,64391,11079,15.84
2025,Europe,Sweden,Hyundai,4538,310,15.44
2024,North America,USA,Volkswagen,28715,2613,24.27
2016,South America,Brazil,BMW,97601,19976,3.87
2023,North America,USA,BMW,85865,8138,21.77
2023,Oceania,Australia,BMW,33399,2288,10.39
2019,Africa,South Africa,Hyundai,43516,7373,10.29
2025,South America,Brazil,Rivian,22746,3629,9.37
2015,South America,Chile,Hyundai,49804,8545,3.99
2021,Asia,India,Tesla,19362,3362,12.48
2024,Asia,Japan,BYD,58326,8751,19.9
2024,Africa,Egypt,Volkswagen,23000,3421,22.01
2018,South America,Chile,Nissan,82724,19426,24.11
2023,Oceania,New Zealand,Nissan,82318,12905,19.85
2020,Europe,UK,Rivian,3019,523,15.95
2017,Africa,Egypt,BYD,6612,683,12.94
2020,Africa,Egypt,Kia,1492,334,22
2024,Asia,China,Tesla,6147,337,18.75
2020,Oceania,New Zealand,BYD,95050,15345,4.87
2019,Africa,Egypt,Tesla,8097,1026,17.38
2016,Oceania,New Zealand,Kia,64667,11043,11.34
2024,Africa,South Africa,Tesla,57670,7037,15.3
2024,Asia,China,BMW,26133,5057,22.56
2016,Europe,Germany,BYD,17354,938,16.66
2021,Asia,China,Nissan,69602,9130,23.53
2016,Africa,South Africa,Hyundai,41972,9076,21.79
2020,Oceania,New Zealand,Kia,69321,6934,4.09
2019,North America,Mexico,Kia,78065,4726,1.28
2018,Asia,South Korea,Hyundai,78882,11777,10.23
2021,Oceania,Australia,BYD,79115,19407,21.77
2022,Asia,China,Volkswagen,74587,4686,6.52
2018,Africa,Egypt,Hyundai,99088,6342,17.59
2015,Oceania,Australia,Tesla,81136,13713,12.42
2015,Europe,UK,Hyundai,69313,6932,18.91
2015,Oceania,Australia,Tesla,19515,2576,4.96
2025,South America,Brazil,Tesla,2257,487,6.74
2015,North America,Canada,Nissan,32585,2925,6.82
2019,Africa,South Africa,Hyundai,60618,11751,14.16
2018,Oceania,New Zealand,Volkswagen,22363,3374,7.95
2023,Africa,South Africa,Nissan,26598,6143,20.48
2017,Asia,India,Volkswagen,46720,11427,9.32
2021,Asia,Japan,Hyundai,15795,2321,16.86
2025,Oceania,Australia,Volkswagen,39055,6519,23.76
2022,South America,Chile,Tesla,26321,5242,15.57
2020,Oceania,New Zealand,Volkswagen,42872,4876,6.81
2024,Europe,Germany,Hyundai,22333,2129,20.93
2015,South America,Brazil,Kia,54490,13237,1.3
2022,Africa,South Africa,Kia,92028,12563,7.16
2024,Oceania,Australia,Nissan,9049,455,10.3
2017,Africa,South Africa,Rivian,88468,19245,5.7
2022,North America,Mexico,BMW,39998,6796,15.5
2018,South America,Chile,Kia,21019,1759,14.39
2022,Oceania,New Zealand,Volkswagen,47876,2682,10.76
2025,North America,Mexico,Nissan,49047,5311,8.07
2015,Oceania,New Zealand,Volkswagen,3641,857,11.41
2017,Europe,UK,BMW,11568,2738,7.99
2020,Asia,South Korea,BYD,97378,10925,6.31
2023,Africa,Egypt,Nissan,54205,11772,9.43
2016,Oceania,New Zealand,Kia,14756,2041,15.46
2025,South America,Chile,Kia,64221,11615,16.56
2015,Oceania,New Zealand,Hyundai,33464,3911,8.14
2024,Oceania,Australia,BMW,6330,969,23.74
2017,Oceania,New Zealand,Kia,16368,1780,7.29
2018,Oceania,Australia,Hyundai,7179,446,18.09
2025,South America,Chile,BMW,99741,7767,2.96
2019,South America,Chile,Nissan,64561,6981,16.96
2017,Oceania,New Zealand,Nissan,12222,2997,12.04
2024,Asia,China,Hyundai,65078,15822,14.66
2025,Oceania,New Zealand,Nissan,86545,18653,5.42
2016,Africa,Egypt,Hyundai,14489,1398,11.41
2016,Africa,South Africa,Tesla,56201,7773,19.39
2021,South America,Brazil,Volkswagen,89598,12360,19.41
2023,Africa,South Africa,BMW,15419,1964,6.7
2024,Africa,Egypt,Hyundai,41806,2465,9.46
2016,Europe,Sweden,BMW,11536,1810,1.09
2021,Oceania,Australia,Rivian,90474,5841,3.16
2021,Oceania,New Zealand,Tesla,21499,4523,4.04
2025,Oceania,Australia,BMW,59082,11122,8.05
2021,Oceania,Australia,Hyundai,42043,5068,19.22
2017,North America,USA,Volkswagen,67744,12155,13.25
2021,Oceania,New Zealand,Volkswagen,55060,5319,20.02
2015,South America,Brazil,Nissan,72413,7462,19.12
2024,South America,Chile,Volkswagen,23288,2627,15.09
2015,North America,Canada,Volkswagen,80305,16816,13
2019,Oceania,New Zealand,Rivian,60548,5578,23.35
2016,Asia,Japan,BMW,95753,15565,14.66
2023,Oceania,Australia,BMW,88641,7985,12.59
2021,South America,Brazil,Kia,21721,2324,21.86
2018,Europe,UK,Kia,32257,3132,2.71
2018,Africa,Egypt,Tesla,59615,10671,16.74
2016,Europe,France,BYD,48775,7576,3.71
2019,Asia,China,Volkswagen,84105,16338,20.68
2018,Oceania,Australia,Nissan,24824,2333,20.02
2015,North America,Mexico,Volkswagen,53253,2760,13.09
2022,Oceania,New Zealand,Hyundai,29234,5440,16.87
2017,Asia,South Korea,Tesla,51105,3729,19.54
2020,Asia,China,Hyundai,20090,1994,12.6
2018,Africa,Egypt,Hyundai,94864,10542,22.74
2023,Asia,South Korea,BMW,23596,4704,11.49
2021,Europe,UK,Tesla,52642,9221,22.41
2023,Africa,South Africa,Tesla,95484,8293,14.99
2024,Oceania,New Zealand,Kia,43761,7420,11.23
2017,Oceania,Australia,Rivian,77486,14848,1.1
2015,North America,USA,Nissan,96611,12344,8.09
2019,Asia,South Korea,BYD,97628,9683,21.83
2017,Asia,Japan,Hyundai,57198,10627,11.29
2020,South America,Brazil,Volkswagen,51002,8781,11.12
2022,Africa,South Africa,Nissan,48484,3179,12.75
2025,South America,Chile,Volkswagen,56990,10448,7.87
2018,Africa,Egypt,Kia,38702,5716,12.8
2019,Europe,Sweden,Rivian,61945,12430,10.02
2019,Africa,Egypt,Rivian,86369,7612,22.83
2018,Oceania,New Zealand,Nissan,83699,8507,14.54
2018,North America,Mexico,Hyundai,50472,8008,21.02
2018,Africa,South Africa,BMW,10035,1468,17.48
2018,Africa,South Africa,BMW,39387,5012,6.1
2018,Africa,Egypt,Hyundai,19179,3820,21.82
2019,North America,USA,Kia,98510,16052,3.09
2016,Asia,India,Kia,68596,13174,11.77
2016,North America,Canada,Tesla,89401,7210,6.74
2023,Asia,China,BYD,76781,15033,13.9
2016,Oceania,Australia,Volkswagen,530,75,8.2
2020,North America,Canada,BMW,59496,3376,18.35
2016,Asia,South Korea,BYD,8632,836,23.49
2019,Oceania,Australia,Nissan,91910,5068,18.02
2018,Oceania,Australia,Volkswagen,83305,11777,9.53
2021,Asia,China,Volkswagen,57144,6581,15.4
2021,Asia,Japan,Volkswagen,92591,22915,22.32
2020,Europe,Germany,Nissan,21727,4860,7.48
2024,Oceania,Australia,Hyundai,92738,19951,3.84
2019,Asia,Japan,Rivian,19174,2880,4.14
2015,Oceania,Australia,Rivian,69930,14784,12.88
2017,North America,USA,Hyundai,5096,526,18.57
2023,South America,Chile,Hyundai,17088,2770,16.77
2015,South America,Brazil,Volkswagen,55154,7091,11.89
2019,Africa,South Africa,Kia,93382,7869,18.5
2016,Asia,India,BMW,95040,6132,16.22
2018,Asia,China,BYD,27726,4481,16.08
2025,Oceania,Australia,Rivian,12953,900,5.86
2015,Africa,Egypt,Nissan,60052,11626,8.5
2017,Asia,China,BYD,90617,21230,9.27
2024,Oceania,New Zealand,Rivian,64192,5290,20.4
2021,Asia,India,BMW,25024,3608,19.6
2024,Oceania,Australia,Volkswagen,32343,6395,7.06
2017,Asia,India,BYD,63640,6832,2.32
2018,Europe,Norway,Volkswagen,13244,3101,19.43
2016,Oceania,New Zealand,BYD,82646,18817,10.84
2017,Europe,UK,Kia,39410,2788,6.28
2023,Europe,Norway,Rivian,7982,442,3.81
2017,Europe,Norway,Hyundai,40581,9954,1.31
2025,Europe,UK,Kia,32524,7847,11.27
2019,North America,USA,Kia,89710,12062,9.15
2016,Africa,Egypt,Volkswagen,14530,873,17.72
2018,South America,Brazil,BYD,25972,4513,24.44
2021,North America,Mexico,BYD,75548,8210,5.96
2021,Asia,South Korea,Kia,19545,4638,6.83
2017,Asia,China,BYD,27635,5773,9.1
2019,Africa,South Africa,Kia,64773,11653,12.18
2015,South America,Brazil,Tesla,51177,5470,17.74
2024,South America,Brazil,Rivian,86170,16394,9.45
2024,South America,Brazil,Kia,95933,10344,3.5
2024,Europe,Norway,Nissan,80786,4647,18.53
2025,North America,USA,Nissan,14233,2158,20.07
2015,Asia,China,BYD,62613,9250,6.94
2019,North America,Canada,Kia,83516,16920,4.28
2024,North America,Mexico,Kia,64332,14354,13.67
2023,North America,USA,Hyundai,3598,434,6
2015,South America,Brazil,Rivian,85660,11983,9.98
2015,Africa,South Africa,Volkswagen,57619,8301,19.66
2018,Africa,Egypt,Hyundai,56380,6474,6.27
2018,South America,Brazil,Hyundai,54980,10923,20.35
2016,Asia,India,Kia,41046,6338,17.18
2023,Asia,India,Rivian,44387,10332,6.27
2023,Asia,India,Kia,90499,16295,13.63
2016,Africa,Egypt,Nissan,14750,1362,15.74
2023,Africa,South Africa,BMW,36882,3059,5.81
2020,North America,Mexico,BYD,50499,6285,4.48
2022,South America,Chile,Nissan,47522,5673,13.75
2024,Europe,Sweden,Hyundai,35972,4727,17.65
2018,North America,USA,Nissan,89174,7733,12.16
2016,Oceania,Australia,Nissan,4393,1079,2.68
2016,Africa,South Africa,Nissan,77609,6142,23.21
2023,North America,Mexico,Rivian,77299,13954,17.68
2015,South America,Brazil,Hyundai,62586,3292,15.91
2021,Oceania,Australia,BMW,37801,4966,16.45
2025,North America,Mexico,Tesla,52094,5826,10.57
2017,South America,Brazil,BYD,67761,8565,24.63
2017,South America,Brazil,BYD,40609,6075,4.18
2016,Africa,Egypt,Volkswagen,59587,10134,18.74
2024,Europe,Sweden,Nissan,82745,13793,11.1
2020,North America,Canada,BMW,43690,7695,22.15
2024,South America,Brazil,Hyundai,64222,14058,18.21
2016,Asia,South Korea,Tesla,3166,719,14.49
2024,South America,Chile,Tesla,54013,10664,23.5
2018,Europe,Sweden,Nissan,73188,4814,22.9
2024,South America,Brazil,Nissan,95036,23023,2.26
2023,Africa,Egypt,Hyundai,94513,22633,5.62
2023,North America,Mexico,Volkswagen,70814,13620,17.23
2020,Africa,South Africa,Hyundai,16669,2558,23.12
2018,North America,Canada,Rivian,18168,1819,11.33
2021,Oceania,New Zealand,Kia,83798,16866,1.92
2015,North America,Canada,Hyundai,52310,11799,16.44
2018,Oceania,Australia,Nissan,20445,3742,5.67
2019,Africa,Egypt,BMW,55659,9785,14.26
2022,Asia,China,Nissan,87872,7785,10.23
2016,Europe,UK,Volkswagen,10579,1285,14.39
2019,Asia,Japan,Nissan,18862,3671,23.38
2020,Oceania,Australia,Tesla,13419,716,12.66
2019,South America,Brazil,Rivian,21300,3796,1.83
2023,South America,Chile,Hyundai,79794,16224,14.94
2024,Asia,Japan,BYD,55148,6449,8.82
2015,South America,Brazil,Hyundai,94910,6191,19.68
2017,Oceania,Australia,Kia,57526,12300,12.28
2016,Africa,Egypt,BMW,51876,4065,18.79
2017,Europe,France,BMW,95334,11836,22.81
2024,North America,Mexico,Hyundai,14656,2805,9.69
2023,Oceania,Australia,Hyundai,43539,9291,24.75
2023,Oceania,Australia,Nissan,16739,3724,4.6
2024,North America,Canada,BYD,7589,1184,16.45
2016,North America,Mexico,Volkswagen,13514,1961,1.83
2017,Europe,France,Nissan,50605,11116,6.11
2018,Europe,UK,Rivian,60711,9872,16.21
2023,Europe,Sweden,Tesla,89354,14808,2.11
2017,South America,Chile,Rivian,92902,12708,3.44
2021,Oceania,Australia,Tesla,6417,799,7.98
2017,Africa,Egypt,Rivian,15850,2315,14.82
2021,North America,Canada,BMW,75322,9262,1.38
2021,Oceania,Australia,BMW,6242,740,12.58
2023,Oceania,New Zealand,BYD,67875,16882,16.02
2016,Europe,France,BMW,84371,9891,10.66
2020,Europe,France,Kia,80697,8172,2.62
2023,Oceania,Australia,Rivian,12243,1478,15.66
2016,Europe,UK,Tesla,19391,3260,15.54
2016,South America,Chile,BYD,28983,6729,13.15
2019,North America,Canada,Tesla,31635,6566,17.64
2024,Oceania,New Zealand,Hyundai,64558,14102,5.99
2024,North America,Canada,Hyundai,95593,21202,17.28
2024,South America,Brazil,BYD,12182,2851,4.87
2022,Europe,UK,Nissan,13298,1290,10.42
2025,Asia,India,Kia,95075,13469,2.62
2023,South America,Brazil,Volkswagen,44419,5642,20.66
2016,Asia,Japan,Kia,14698,1857,13.92
2019,North America,USA,Rivian,56002,10105,24.31
2021,Oceania,Australia,Volkswagen,32604,4250,23.62
2020,Europe,Sweden,BMW,8103,1403,24.97
2020,South America,Brazil,Volkswagen,19509,2467,3.43
2021,Europe,UK,BYD,39161,4394,15.56
2017,Asia,China,Kia,30465,3674,10.78
2017,Asia,Japan,Volkswagen,24284,5117,13.78
2024,Africa,South Africa,BMW,29840,5079,8.41
2023,Oceania,Australia,Tesla,68189,16692,2.15
2022,Asia,India,Volkswagen,70797,15329,17.99
2019,Oceania,Australia,Nissan,24069,3541,24.18
2020,Africa,Egypt,BMW,69602,6854,13.78
2025,South America,Chile,Hyundai,49911,9222,8.91
2024,Africa,South Africa,Volkswagen,27754,5421,23.52
2015,Oceania,Australia,Hyundai,27660,3950,9.75
2024,Asia,Japan,Tesla,12706,1219,22.95
2015,North America,Mexico,BYD,44711,7218,21.54
2018,Oceania,New Zealand,BMW,2033,204,13.69
2016,Europe,UK,Volkswagen,71632,17048,17.24
2025,North America,Canada,Volkswagen,87189,15325,17.81
2021,Oceania,New Zealand,Tesla,42883,4647,16.39
2016,Europe,Norway,Volkswagen,97105,9044,4.86
2024,Africa,Egypt,Hyundai,6858,1325,17.63
2016,North America,Canada,Volkswagen,54895,10515,1.08
2019,Oceania,Australia,Rivian,32535,5512,18.04
2018,South America,Brazil,Volkswagen,34959,6043,14.32
2022,Africa,South Africa,Hyundai,41787,7136,7.23
2018,Europe,Germany,Hyundai,20637,2518,20.29
2020,South America,Chile,Nissan,82517,19596,10.73
2019,Asia,India,Nissan,38022,5545,12.66
2025,Africa,South Africa,Hyundai,92959,5025,1.66
2016,Africa,Egypt,Kia,39441,4719,10.63
2025,Oceania,Australia,BYD,42557,3236,5.02
2022,Oceania,New Zealand,Nissan,30189,3703,7.63
2016,Europe,UK,BMW,74088,12717,7.05
2023,Africa,Egypt,Nissan,87438,4768,2.1
2023,Oceania,Australia,BMW,71740,16072,12.05
2017,Asia,China,Nissan,41179,7085,13.54
2018,Oceania,New Zealand,Hyundai,96021,10473,14.71
2022,Africa,Egypt,Volkswagen,95346,10701,12.09
2023,North America,Mexico,BMW,57928,8291,21.87
2017,South America,Brazil,Rivian,34545,3441,1.9
2019,Africa,Egypt,Volkswagen,44171,2246,15.73
2025,Asia,China,Volkswagen,47403,2621,21.79
2022,Africa,South Africa,BYD,50170,6098,1.98
2017,Asia,India,Nissan,12215,914,12.91
2021,Africa,South Africa,Nissan,22310,1215,15.14
2025,South America,Brazil,Hyundai,41083,9114,5.58
2022,South America,Brazil,BMW,66219,6941,7.06
2024,Asia,India,Kia,93997,14158,19.85
2025,Africa,South Africa,Hyundai,21206,1821,14.62
2017,South America,Chile,Volkswagen,21816,1294,8.58
2016,Europe,Sweden,BMW,37095,7380,19.35
